"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           1","       15000","       71269","       97500","DebtCon","Other","           9","           0","           0","118.16666667","           1","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","       96931","      137390","DebtCon","Other","         0.2","           0","           0","114.86666667","           1","          16","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","2349.6793245","           .","       74750","DebtCon","","           .","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","        2619","       57310","DebtCon","Sales","         0.3","           0","           0","       322.6","           0","           6","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","           .","       87360","DebtCon","Office","          28","           0","           0","323.63333333","           0","          16","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","       50000","       90000","DebtCon","ProfExe","         5.5","           0","           0","130.86666667","           2","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","13909.839147","      163580","HomeImp","Self","           7","           0","           0","304.36666667","           0","          27","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","       62000","       94575","HomeImp","ProfExe","18.720052127","           0","           0","       238.4","           1","          24","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","       48882","6668.8499258","DebtCon","ProfExe","          20","           0","           0","       239.5","           0","          28","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       15000","           .","       48800","DebtCon","Office","           2","           0","           0","86.266666667","           2","           9","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","34914.855524","9838.0726435","DebtCon","Other","           1","           .","           2","         289","           1","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","       73335","       99400","DebtCon","ProfExe","         0.5","           0","           0","273.93333333","           2","          21","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0"," 10087.41874","      125000","81381.915484","DebtCon","Mgr","           .","           0","           0","223.20307018","           0","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000"," 41605.84827","      175900","DebtCon","Mgr","          11","           0","           0","247.56666667","           0","          21","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       15000","           .","       94000","","Other","           .","           0","           0","       186.7","           1","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
